,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,WS2M,ALLSKY_SFC_SW_DWN,PS,T2MDEW
2023-06-16,20.97090273809524,31.23,13.5,43.51,0.0,1.85,4.8571,96.75,6.21
2023-06-17,19.17479702380952,26.72,12.53,66.7,0.38,1.36,4.3706,96.98,12.35
2023-06-18,20.57207329365078,28.09,13.85,65.02,0.0,0.83,4.7964,96.84,12.89
2023-06-19,20.299907063492068,28.59,13.44,63.58,0.0,1.33,4.7165,96.65,12.12
2023-06-20,20.96239148351648,29.95,13.22,52.64,0.0,1.17,4.7311,96.56,9.43
2023-06-21,19.772014365079357,27.58,12.67,54.49,0.0,1.37,4.4424,96.82,10.03
2023-06-22,19.637798650793655,27.46,13.43,61.5,0.0,1.61,4.3802,96.96,10.96
2023-06-23,18.600878134920638,23.84,14.8,85.29,3.69,2.86,2.0206,97.28,15.9
2023-06-24,18.04586948412699,24.73,13.51,78.79,0.34,1.95,3.8446,97.2,13.32
2023-06-25,17.72131579365079,24.19,12.72,77.34,0.24,1.27,4.2187,97.07,12.54
2023-06-26,17.6224688888889,24.81,11.09,63.45,0.0,0.87,4.8826,96.93,9.26
2023-06-27,18.242966746031748,25.87,11.5,60.92,0.0,1.38,3.7339,96.82,10.01
2023-06-28,18.213370309135303,26.11,11.88,65.45,0.0,1.42,4.4304,96.93,10.69
2023-06-29,18.88940888888889,26.9,11.47,59.14,0.0,1.29,4.7518,96.99,10.08
2023-06-30,19.859251280663774,28.29,12.79,54.07,0.0,1.18,4.5502,96.99,9.49
2023-07-01,18.77310694444445,26.17,13.2,66.09,0.01,1.68,4.3613,97.33,11.66
2023-07-02,18.60917619047619,24.0,14.51,84.36,2.46,1.53,2.8858,97.44,15.37
2023-07-03,18.624122380952375,24.52,14.25,79.08,1.13,1.52,3.8494,97.53,13.99
2023-07-04,18.74736760822511,25.17,13.62,74.88,0.32,0.78,2.7185,97.28,13.56
2023-07-05,18.940211233766234,26.51,13.07,68.11,0.04,1.24,4.3032,97.06,12.19
2023-07-06,17.394279206349204,23.72,12.52,81.04,3.6,2.05,3.8148,97.45,13.58
2023-07-07,17.371068906926407,22.64,12.67,84.09,15.3,1.74,2.742,97.45,14.18
2023-07-08,17.345440000000004,24.23,11.33,73.94,0.58,1.22,4.908,97.13,11.56
2023-07-09,19.389967103174605,27.88,11.59,59.26,0.0,1.97,4.89,96.64,9.53
2023-07-10,17.989309444444444,25.64,11.74,59.14,0.0,4.16,4.4393,96.79,9.39
2023-07-11,14.987610422077928,19.28,10.19,75.05,1.34,4.75,2.4494,97.53,9.94
2023-07-12,15.750279642857137,21.17,11.9,65.27,0.06,3.86,3.3926,97.67,9.0
2023-07-13,15.766349844877341,20.94,10.5,71.61,0.05,2.87,4.1323,97.54,10.19
2023-07-14,15.941810692640688,20.66,11.11,79.91,1.03,2.2,4.0531,97.51,11.83
2023-07-15,16.839113452380953,21.96,12.36,76.62,0.65,1.63,2.7612,97.35,12.29
2023-07-16,17.757704087301587,24.71,11.27,61.0,0.0,1.22,4.5662,97.29,9.57
2023-07-17,18.033314740259744,25.3,12.84,56.79,0.0,1.38,5.0611,97.37,8.17
2023-07-18,17.40686003968254,24.34,10.57,66.81,0.0,1.28,4.8998,97.31,10.73
2023-07-19,18.636822987012984,26.7,11.09,60.76,0.0,1.58,4.9997,96.92,10.06
2023-07-20,18.406163174603186,25.16,13.5,66.08,0.37,1.92,2.7852,97.17,12.07
2023-07-21,19.06919206349206,24.1,15.7,84.01,11.81,3.32,2.5603,97.6,15.17
2023-07-22,17.776264523809527,23.04,14.16,85.58,8.13,2.46,1.9246,97.52,14.98
2023-07-23,18.44628642857143,26.12,11.95,72.31,0.01,1.15,5.0657,97.25,12.62
2023-07-24,19.399200476190472,27.82,12.05,64.68,0.0,1.31,5.19,96.96,11.66
2023-07-25,18.384766547619055,24.92,12.91,73.06,5.3,2.66,2.8044,97.25,13.65
2023-07-26,17.83766854256854,23.33,12.88,82.52,4.91,2.69,2.9323,97.36,14.47
2023-07-27,17.32075146825396,24.02,10.93,71.73,0.14,0.92,5.3287,97.28,11.46
2023-07-28,18.418360238095246,26.64,10.77,64.34,0.0,1.52,5.3208,97.01,10.59
2023-07-29,19.498526507936507,28.54,11.74,65.3,0.0,1.9,5.2169,96.77,12.04
2023-07-30,21.822570714285717,31.39,14.56,58.28,0.0,1.84,5.1437,96.58,12.04
2023-07-31,19.069971031746032,26.5,13.88,57.78,0.25,2.87,4.6637,97.01,9.74
2023-08-01,18.800108214285714,24.38,14.72,77.77,1.76,3.35,3.6139,97.46,14.28
2023-08-02,16.016290912698413,19.21,13.07,80.16,5.29,3.78,2.3395,97.87,12.55
2023-08-03,15.614157038239542,21.24,10.33,73.46,0.89,2.95,4.7508,97.85,10.29
2023-08-04,16.61295904761904,22.59,11.44,79.04,0.4,2.13,3.5374,97.63,12.24
2023-08-05,17.949574285714284,24.05,13.28,81.02,0.96,1.63,3.535,97.62,14.2
2023-08-06,18.936434325396828,25.02,14.13,78.3,0.54,1.8,3.5134,97.59,14.6
2023-08-07,19.560274166666666,26.16,13.68,70.03,0.0,1.14,5.1046,97.31,13.34
2023-08-08,18.489633751803755,25.84,13.05,70.87,0.01,1.73,5.3513,97.18,12.1
2023-08-09,17.67191617604618,24.27,11.53,74.78,3.7,2.86,4.4878,97.34,12.51
2023-08-10,17.642789971139976,22.61,12.95,84.84,18.33,3.14,2.4701,97.42,14.91
2023-08-11,17.16549281746032,23.0,12.54,74.58,1.75,1.98,5.3206,97.23,12.09
2023-08-12,17.724429047619054,24.19,11.73,65.57,0.08,1.12,4.5694,96.93,10.96
2023-08-13,18.90151032106782,26.11,12.19,63.52,0.01,0.75,5.2709,96.74,11.35
2023-08-14,20.34769355699855,28.06,13.19,59.57,0.0,1.16,5.6218,96.74,11.82
2023-08-15,21.10385817460318,30.1,13.6,58.79,0.0,1.21,5.7334,96.71,11.53
2023-08-16,19.617102460317465,27.07,13.11,77.36,0.02,2.56,3.8978,97.09,15.06
2023-08-17,20.748532976190475,27.42,15.76,77.56,0.07,1.66,4.0243,96.95,16.04
2023-08-18,21.466964246031754,29.77,14.66,68.0,0.0,1.66,5.6467,96.64,14.0
2023-08-19,21.936250277777777,30.9,14.33,61.12,0.0,1.69,5.3772,96.62,12.6
2023-08-20,23.04289880952381,31.24,16.4,67.42,0.01,1.47,5.586,96.56,15.37
2023-08-21,23.16422225468976,32.14,15.41,63.61,0.0,1.42,4.9589,96.43,14.36
2023-08-22,23.545735364357853,33.77,15.22,54.42,0.0,1.81,5.5166,96.35,11.96
2023-08-23,23.073449296536797,33.36,14.84,50.2,0.0,2.02,5.6873,96.38,10.67
2023-08-24,22.698954354256863,32.48,14.71,53.8,0.0,2.12,5.2298,96.47,11.29
2023-08-25,22.93562161976912,31.91,15.11,57.4,0.0,1.95,5.543,96.44,12.96
2023-08-26,24.557630317460326,35.15,15.32,50.61,0.0,1.99,5.1542,96.24,11.85
2023-08-27,20.030636428571423,24.22,16.6,73.68,2.72,5.66,1.7966,97.24,15.06
2023-08-28,18.685716349206356,24.7,14.35,68.37,1.09,5.16,4.9997,97.81,11.62
2023-08-29,17.208390873015873,22.19,13.1,73.9,0.56,3.68,3.9209,97.6,12.31
2023-08-30,18.63924903679655,24.59,14.35,75.86,0.68,2.34,4.2907,97.26,13.49
2023-08-31,19.936791792929295,27.65,12.62,67.65,0.03,1.05,5.3599,96.87,12.85
2023-09-01,22.612225515873014,32.09,14.17,55.41,0.0,1.61,6.2885,96.62,11.4
2023-09-02,23.591366111111125,32.5,16.39,57.39,0.0,1.25,6.0295,96.66,12.68
2023-09-03,23.246769791319792,32.26,16.3,68.4,0.01,1.81,6.1685,96.68,15.56
2023-09-04,23.82535263708514,32.31,17.6,64.23,0.0,1.44,5.9878,96.65,14.81
2023-09-05,23.320348055555556,32.61,15.16,55.9,0.0,1.49,6.3053,96.49,11.94
2023-09-06,23.705781720779225,33.48,15.43,55.26,0.0,2.05,6.1862,96.55,12.43
2023-09-07,22.814515912698397,31.48,15.71,63.1,0.0,1.96,4.7143,96.72,14.46
2023-09-08,22.442046349206343,30.92,15.97,65.65,0.06,2.09,5.7797,96.8,14.58
2023-09-09,23.182698595848596,30.99,17.2,64.72,0.32,1.6,6.0154,96.74,14.09
2023-09-10,23.361504307359315,33.11,14.41,57.56,0.03,2.19,6.2609,96.48,12.93
2023-09-11,26.5637392893218,36.77,17.67,50.26,0.0,2.94,5.9364,96.1,12.79
2023-09-12,24.805144999999992,33.39,18.09,53.87,3.04,4.85,4.3495,96.58,13.73
2023-09-13,19.88634496031746,26.59,15.34,76.7,2.45,5.5,1.1122,97.29,15.11
2023-09-14,21.04573234126984,28.6,15.42,71.28,0.3,2.45,3.9456,96.97,14.77
2023-09-15,23.43240535714285,32.87,15.47,61.14,0.01,1.69,6.4507,96.53,13.64
2023-09-16,25.8085886904762,36.67,16.11,44.93,0.0,2.0,6.7848,96.19,10.97
2023-09-17,27.395255873015877,37.35,18.9,45.0,0.0,2.64,6.0204,96.23,12.24
2023-09-18,25.408620494228,32.62,20.81,69.35,0.05,3.82,4.2922,96.67,18.29
2023-09-19,24.97617254578754,33.6,18.53,60.74,0.01,1.74,5.483,96.62,14.86
2023-09-20,25.524654386446876,35.09,17.14,56.07,0.0,1.76,6.4654,96.45,13.81
2023-09-21,26.01107908730158,35.17,18.28,53.85,0.0,2.33,6.4039,96.52,14.2
2023-09-22,25.16039158730159,35.16,16.61,54.53,0.0,2.13,6.8647,96.54,13.14
2023-09-23,26.199450357142847,35.75,17.18,51.4,0.0,2.31,6.5702,96.51,13.63
2023-09-24,27.216474047619045,36.11,19.21,53.58,0.0,2.58,6.0242,96.53,15.63
2023-09-25,27.424778690476188,36.01,19.61,56.22,0.01,2.25,6.2981,96.38,16.47
2023-09-26,28.640806507936514,37.57,20.3,47.38,0.0,2.5,6.2798,96.06,14.68
2023-09-27,27.631157896825385,34.93,22.3,52.18,0.14,2.22,2.9078,96.3,15.76
2023-09-28,26.440048362193362,34.27,20.65,64.8,0.58,2.69,3.9679,96.53,18.15
2023-09-29,27.002774718614724,34.32,21.11,63.39,0.4,2.43,5.0587,96.59,18.31
2023-09-30,28.567015396825404,37.36,21.0,51.57,0.02,1.6,6.2062,96.39,16.18
2023-10-01,30.06099480158731,40.24,21.91,45.54,1.44,2.99,6.1068,96.35,14.27
2023-10-02,21.573932932067933,26.91,17.84,66.85,2.02,5.64,1.8634,97.21,14.96
2023-10-03,21.877084365079355,29.74,15.93,60.07,0.09,3.21,6.7397,97.11,12.17
2023-10-04,22.780265753968255,32.65,14.31,55.92,0.0,1.94,7.8122,96.86,11.27
2023-10-05,24.644008647186162,35.52,14.5,55.04,0.0,1.98,7.6073,96.69,13.1
2023-10-06,27.35929150793652,37.2,18.92,54.4,0.0,2.58,6.6528,96.42,15.82
2023-10-07,28.769369007936522,38.28,19.99,46.42,0.0,2.15,6.9972,96.17,14.41
2023-10-08,29.60963781746032,39.57,21.23,46.9,0.0,2.73,6.7884,96.23,14.99
2023-10-09,27.1898338095238,35.27,21.35,61.9,0.01,3.64,5.1511,96.64,17.82
2023-10-10,26.627857803030306,35.38,19.46,57.6,0.0,2.64,7.0128,96.55,15.74
2023-10-11,27.903487738095237,36.6,20.83,54.72,0.0,2.45,7.301,96.47,15.71
2023-10-12,29.446663482905976,39.2,19.94,42.18,0.0,2.65,7.1071,96.15,13.25
2023-10-13,32.03804849206348,43.39,21.85,35.91,0.0,2.88,6.7438,95.81,12.09
2023-10-14,29.723346302308798,37.58,22.86,45.15,1.19,3.48,5.0794,95.99,15.06
2023-10-15,25.004865595238083,32.35,20.09,70.77,3.29,4.62,1.9728,96.37,18.65
2023-10-16,24.764243067765573,31.14,20.76,80.14,6.17,2.74,1.5259,96.17,20.32
2023-10-17,23.72444095238096,28.05,19.91,83.77,10.11,2.23,2.8843,96.13,20.85
2023-10-18,23.473918293650794,29.43,19.6,76.29,4.88,2.58,3.9223,96.55,18.21
2023-10-19,24.02215940476191,31.63,18.2,66.17,0.2,2.33,7.3318,96.77,16.97
2023-10-20,24.104715000000006,31.65,18.55,67.76,2.2,2.88,6.4819,96.74,16.63
2023-10-21,25.16471546176047,34.68,16.42,59.49,0.0,1.26,7.9138,96.28,15.66
2023-10-22,28.2387101984127,37.15,20.83,57.47,0.05,2.46,6.0869,95.98,17.96
2023-10-23,27.697442222222225,34.23,22.89,70.65,0.06,2.85,4.8643,96.13,21.15
2023-10-24,29.4112084126984,38.53,21.96,61.13,0.03,1.11,6.1958,95.91,19.9
2023-10-25,30.94293226190476,39.8,24.05,53.67,0.06,3.19,6.2933,96.01,19.04
2023-10-26,26.817317532467538,34.55,21.11,66.76,0.14,4.47,3.8542,96.57,19.05
2023-10-27,27.861063492063504,37.19,20.53,55.3,0.01,1.72,6.5914,96.37,15.69
2023-10-28,29.024945393772892,38.86,20.28,52.18,0.03,1.91,7.0822,96.1,15.9
2023-10-29,28.66494996031747,38.42,21.32,60.78,0.94,3.69,5.2538,96.25,18.11
2023-10-30,21.327452564935065,26.28,17.21,75.25,10.53,5.49,3.1015,96.76,16.61
2023-10-31,20.32725607142857,26.16,15.66,75.07,3.34,3.93,2.7984,96.76,15.59
2023-11-01,21.08600376984127,27.84,16.06,70.54,1.35,3.71,2.1998,96.68,15.21
2023-11-02,22.371637662337676,28.66,17.46,68.84,0.51,3.6,3.6833,96.77,15.72
2023-11-03,22.680813134920655,29.94,17.52,65.8,0.22,3.24,5.4545,96.76,14.84
2023-11-04,23.802512391774897,32.71,16.75,61.85,0.04,2.01,6.379,96.57,14.3
2023-11-05,25.372060790043303,35.65,16.32,56.95,0.0,1.83,8.142,96.38,14.24
2023-11-06,27.669583849206344,37.78,18.12,52.0,0.0,1.75,7.943,96.28,14.61
2023-11-07,30.09498278860029,40.01,20.05,50.99,0.1,1.75,7.584,96.03,17.34
2023-11-08,24.63293103174604,27.2,22.25,81.73,13.86,2.86,4.5209,96.25,21.68
2023-11-09,24.55710542929293,31.3,19.81,74.88,5.95,3.62,4.7882,96.48,19.25
2023-11-10,24.04684821428571,31.44,19.1,70.6,2.58,3.16,5.4593,96.7,17.29
2023-11-11,24.65442206349206,32.63,18.4,69.8,1.98,1.74,6.9818,96.62,17.9
2023-11-12,26.796112976190475,36.55,18.38,61.83,0.01,2.16,8.2018,96.31,17.1
2023-11-13,26.02692558441559,34.42,20.14,64.96,0.03,2.73,6.9194,96.55,17.39
2023-11-14,24.049181937229438,31.48,18.92,74.47,6.26,3.97,3.1922,96.76,18.4
2023-11-15,22.493432500000008,29.87,17.08,68.15,0.99,3.8,4.0387,96.89,15.13
2023-11-16,23.210927770562773,31.39,16.48,65.06,0.14,2.06,7.5607,96.75,14.92
2023-11-17,24.278543896103894,33.67,16.41,56.51,0.0,1.7,8.6316,96.52,12.73
2023-11-18,26.474721666666678,37.34,16.4,53.24,0.0,1.53,8.4206,96.35,13.64
2023-11-19,29.275747590187603,39.17,20.46,53.83,0.0,1.94,7.8996,96.15,16.78
2023-11-20,30.16550322510821,39.74,22.24,55.79,0.42,1.93,6.9298,96.03,18.62
2023-11-21,30.998733690476197,39.3,23.73,54.87,0.81,1.86,7.4801,95.99,19.48
2023-11-22,30.438357261904784,37.66,24.26,55.04,1.76,2.78,7.495,96.23,19.58
2023-11-23,30.19882357142857,39.24,22.37,53.71,0.07,2.4,8.1446,96.31,18.06
2023-11-24,30.53856198412697,39.72,22.43,47.52,0.0,2.4,7.9306,96.12,16.39
2023-11-25,31.25729349206348,38.5,24.49,45.42,0.04,2.42,7.8624,96.07,17.16
2023-11-26,30.822526349206356,38.34,24.43,48.52,0.01,2.8,7.1146,96.33,17.26
2023-11-27,29.62967345238094,37.73,22.35,55.2,0.02,2.51,8.2411,96.35,17.33
2023-11-28,29.413263244810732,39.06,20.25,46.41,0.01,2.05,7.5312,95.91,13.92
2023-11-29,32.28082337301586,42.09,22.49,42.78,7.7,2.31,7.296,95.64,15.63
2023-11-30,23.451683134920636,27.47,20.24,80.17,62.46,4.43,2.8452,96.43,19.89
2023-12-01,22.53407266955267,28.64,17.99,74.43,2.84,3.33,6.679,96.63,17.07
2023-12-02,22.875432103174617,29.82,16.95,70.69,0.4,1.67,8.4005,96.45,16.45
2023-12-03,23.791851460206463,31.13,17.63,64.2,0.0,1.47,8.6177,96.37,15.8
2023-12-04,24.482326706349205,32.57,17.21,63.64,0.0,1.19,8.6964,96.28,16.01
2023-12-05,25.629299458874474,34.84,16.89,63.22,0.0,1.58,8.7535,96.18,16.63
2023-12-06,25.755652063492064,33.73,20.15,68.94,0.72,3.09,7.3598,96.49,18.37
2023-12-07,24.977360512265513,32.79,19.49,67.58,4.5,2.64,7.5874,96.51,17.28
2023-12-08,25.71790113997114,34.46,18.31,63.75,0.11,1.3,8.1754,96.18,16.74
2023-12-09,28.055085793650786,37.73,19.02,59.66,0.01,1.63,8.3426,95.96,17.43
2023-12-10,29.810423344155833,39.1,21.87,60.25,0.39,2.13,7.7525,95.91,20.08
2023-12-11,30.455544047619032,38.6,23.48,60.55,2.97,2.49,6.3046,95.98,21.24
2023-12-12,29.97089551587302,36.72,25.34,63.56,2.97,1.21,5.3906,95.92,22.24
2023-12-13,26.857907539682536,31.51,23.46,78.81,34.82,1.59,5.6758,96.08,22.89
2023-12-14,26.223845555555567,30.72,22.64,79.96,2.32,1.58,4.9411,96.2,22.3
2023-12-15,26.664339682539673,31.11,23.35,76.8,4.37,1.36,6.1908,96.27,22.35
2023-12-16,27.616472023809525,34.28,22.66,72.07,8.39,1.5,7.3742,96.14,21.16
2023-12-17,25.300293730158714,28.88,22.72,81.89,16.18,1.01,5.5188,96.15,21.69
2023-12-18,26.659757500000016,32.47,22.07,75.8,4.95,1.21,6.2412,96.08,21.49
2023-12-19,26.106181944444437,30.93,22.2,80.21,8.89,1.99,5.1888,96.13,22.13
2023-12-20,24.678064067044062,29.83,20.6,80.39,2.32,2.85,4.4088,96.29,21.2
2023-12-21,25.323070119047625,31.78,19.98,72.33,0.03,1.55,7.1846,96.23,19.33
2023-12-22,25.21346091269842,31.83,19.78,76.69,2.46,2.21,7.1827,96.42,20.44
2023-12-23,26.20441434149183,32.4,21.77,76.16,2.52,2.36,6.607,96.42,21.13
2023-12-24,27.09650926767677,33.97,21.49,73.39,3.22,1.65,7.309,96.32,20.88
2023-12-25,27.712175595238087,35.19,21.78,69.23,1.39,1.44,7.9346,96.0,20.31
2023-12-26,27.761659047619055,35.01,21.75,72.23,3.56,2.0,6.1788,95.88,21.26
2023-12-27,24.2673840079365,25.75,22.83,93.16,34.65,3.99,2.627,95.9,23.1
2023-12-28,23.13555126984128,26.74,20.5,88.43,34.21,4.19,2.1115,96.0,21.16
2023-12-29,23.907147640692642,26.84,21.77,93.85,18.22,3.92,3.2815,95.82,22.89
2023-12-30,23.264065050505057,25.44,21.24,93.47,14.77,6.54,3.6151,95.6,22.09
2023-12-31,24.970072817460313,29.25,21.89,85.12,0.4,3.45,7.404,96.01,22.2
2024-01-01,25.57995803391053,30.78,20.94,81.7,0.76,1.95,7.6853,96.14,22.2
2024-01-02,24.858687817460304,28.84,21.87,86.45,6.89,3.48,6.4512,96.26,22.31
2024-01-03,24.33150785714286,28.59,21.21,85.96,3.5,3.03,5.9914,96.23,21.66
2024-01-04,24.834863993506477,29.59,20.95,84.09,3.07,1.86,6.6866,96.24,21.5
2024-01-05,23.699895873015876,28.37,20.37,82.98,1.42,2.55,7.1323,96.45,20.19
2024-01-06,23.89833972222222,29.1,19.81,82.49,0.39,1.73,6.3288,96.4,20.68
2024-01-07,24.406262857142863,29.73,19.81,79.14,0.08,1.25,7.2545,96.25,20.42
2024-01-08,24.61737902958152,29.62,20.43,81.21,1.64,1.72,6.0516,96.16,20.93
2024-01-09,24.08169724747474,27.11,21.34,87.19,12.71,1.48,6.2347,96.17,21.77
2024-01-10,25.930726468253976,30.64,22.09,86.5,5.98,1.84,5.9414,96.04,23.26
2024-01-11,26.777364365079357,31.37,23.59,85.74,3.62,1.59,6.6149,95.93,23.87
2024-01-12,26.861284087301588,31.42,23.34,81.66,0.7,1.73,6.9864,96.0,23.3
2024-01-13,26.019552622655116,29.41,23.21,84.37,1.44,1.35,6.6581,95.97,23.2
2024-01-14,25.270767976190477,28.42,23.25,87.61,2.06,1.6,5.8769,96.01,23.08
2024-01-15,26.950917705627717,32.94,22.47,76.94,0.2,1.22,6.9494,95.98,21.83
2024-01-16,27.988938253968243,35.32,21.72,72.48,0.06,1.13,7.2168,95.91,21.77
2024-01-17,28.093565057720056,34.73,22.34,70.57,0.98,1.38,6.7814,95.85,21.56
2024-01-18,25.733700833333327,30.87,21.82,80.59,16.69,2.69,5.2164,95.89,21.9
2024-01-19,22.858904935064935,25.99,20.3,89.57,45.86,4.7,3.1202,96.13,21.03
2024-01-20,22.340224603174605,26.49,18.68,84.98,3.92,4.21,6.539,96.22,19.67
2024-01-21,22.578350844155842,27.08,18.84,79.15,1.0,3.05,7.2386,96.2,18.54
2024-01-22,23.381977261904762,29.08,17.35,71.79,0.02,1.66,8.0138,96.25,17.86
2024-01-23,23.466481388888898,28.84,18.65,80.76,2.6,2.95,6.9106,96.58,19.77
2024-01-24,23.714115873015874,28.35,20.53,82.95,7.1,3.42,6.6744,96.66,20.39
2024-01-25,22.589541626984122,27.3,18.87,77.41,5.59,3.17,7.68,96.61,18.21
2024-01-26,23.473756190476184,28.76,19.24,78.56,1.12,1.71,6.3739,96.5,19.2
2024-01-27,24.145171352813854,30.37,18.26,73.38,0.05,0.99,6.984,96.37,18.61
2024-01-28,24.728303293650793,30.84,19.85,76.76,0.76,1.33,6.5155,96.32,19.7
2024-01-29,24.593420436507927,30.77,19.84,75.84,0.64,1.73,7.3169,96.37,19.44
2024-01-30,24.20501285714286,30.28,18.93,76.8,0.89,2.07,6.1702,96.42,19.32
2024-01-31,24.519036706349198,30.74,19.88,77.06,2.84,2.31,6.3245,96.55,19.67
2024-02-01,23.740763571428566,28.62,20.2,86.93,52.16,2.99,4.7004,96.66,21.11
2024-02-02,22.958009090909094,27.01,19.56,86.29,7.03,2.74,5.9976,96.56,20.45
2024-02-03,22.91010793650793,28.38,17.65,81.08,1.42,1.65,7.2413,96.36,19.08
2024-02-04,24.17473934981685,29.37,19.08,79.07,0.57,1.17,7.5,96.29,20.01
2024-02-05,25.49652091269841,31.63,19.52,73.24,0.05,1.09,7.5785,96.2,20.17
2024-02-06,27.173239646464655,34.17,20.83,70.34,0.18,1.56,6.7243,96.07,20.85
2024-02-07,27.92015154761905,35.32,21.4,70.56,0.09,1.04,7.8634,96.12,21.27
2024-02-08,27.929179563492056,35.15,22.05,68.63,0.22,2.33,7.433,96.23,21.05
2024-02-09,26.178615768398277,33.3,20.72,72.44,0.62,2.39,7.6675,96.38,19.88
2024-02-10,26.501063809523803,34.78,19.99,67.69,0.42,1.55,8.1746,96.31,18.56
2024-02-11,25.31837353174603,32.76,19.79,78.64,9.81,3.19,6.2347,96.6,21.35
2024-02-12,23.9973065079365,28.87,20.48,81.04,14.79,4.05,5.5224,96.68,20.07
2024-02-13,24.065446092241086,29.52,19.84,79.05,3.79,1.88,7.7623,96.47,19.71
2024-02-14,24.347864354256856,30.53,18.62,73.31,0.2,1.45,8.0974,96.24,18.85
2024-02-15,25.748243174603182,32.65,19.12,62.72,0.0,0.82,8.1511,96.0,17.49
2024-02-16,27.38752761904761,36.24,19.85,61.3,0.0,2.07,8.029,95.85,18.69
2024-02-17,28.404548134920628,37.28,21.37,65.12,0.01,1.85,7.9133,96.07,20.26
2024-02-18,27.277106785714285,33.72,22.58,72.13,3.53,2.71,7.6032,96.31,20.72
2024-02-19,26.016239960317467,32.1,21.79,77.34,6.87,4.03,7.4095,96.34,21.09
2024-02-20,25.291344761904767,32.43,19.81,67.94,0.22,2.95,7.9867,96.31,17.69
2024-02-21,26.682384336219332,34.18,20.58,67.48,0.0,2.1,7.9555,96.13,18.4
2024-02-22,26.2403208946609,34.35,19.47,66.48,0.0,1.96,7.4146,96.11,18.12
2024-02-23,26.469314588744595,35.08,18.85,64.61,0.01,1.79,7.8662,96.21,17.34
2024-02-24,28.733295028860034,36.43,22.16,68.25,0.04,1.72,7.235,96.24,20.72
2024-02-25,29.884676269841258,37.9,23.44,66.27,0.91,1.67,7.3058,96.08,21.04
2024-02-26,28.6017147113997,36.21,22.91,69.13,1.47,2.83,6.8777,96.06,21.28
2024-02-27,24.38926282106781,29.18,21.26,87.36,44.13,4.72,3.6269,96.44,21.87
2024-02-28,21.812535146414884,26.39,17.76,81.24,4.4,4.13,4.6589,96.62,18.38
2024-02-29,22.441823061660568,27.75,18.52,78.28,3.33,3.07,6.0744,96.48,18.09
2024-03-01,23.171227539682537,28.72,18.24,79.39,1.19,2.27,7.1088,96.45,19.03
2024-03-02,24.93634813492064,30.13,20.83,84.3,5.58,1.95,6.1903,96.41,21.72
2024-03-03,25.36761835497836,31.42,20.7,75.06,0.37,1.23,7.229,96.33,19.8
2024-03-04,25.63579612026863,32.32,20.01,77.46,0.55,1.36,7.255,96.12,20.9
2024-03-05,27.274989325396838,33.93,21.41,74.69,1.66,1.14,7.3766,96.02,21.83
2024-03-06,28.92136265873016,36.17,22.5,68.58,0.01,1.59,7.1623,96.07,21.98
2024-03-07,29.183266944444448,35.11,24.85,69.38,0.11,1.4,6.5542,96.21,22.49
2024-03-08,29.453370793650805,36.39,23.96,67.61,0.21,1.09,7.2715,96.23,21.69
2024-03-09,28.81395539682541,35.65,23.37,63.59,1.25,2.42,6.4056,96.25,20.57
2024-03-10,26.9944442929293,33.42,22.69,75.44,4.02,3.27,6.7087,96.31,21.6
2024-03-11,26.208062435064935,30.73,23.07,79.47,5.8,4.29,5.3736,96.31,21.67
2024-03-12,27.799672142857133,35.34,21.91,70.46,2.62,2.85,5.4334,96.15,21.02
2024-03-13,27.29264996031746,32.47,23.67,81.0,13.27,1.49,6.853,96.15,23.51
2024-03-14,27.203674347041837,32.81,23.64,80.13,3.1,2.78,6.917,96.2,23.03
2024-03-15,25.667721323953828,29.62,23.06,83.0,4.74,1.36,4.2029,96.58,22.4
2024-03-16,26.62136325396825,32.15,22.6,78.28,1.81,1.25,5.6227,96.56,21.8
2024-03-17,26.400969913419917,32.66,21.55,74.89,0.38,1.75,6.2465,96.51,20.99
2024-03-18,25.602841111111115,32.18,20.65,74.13,0.6,1.87,5.3158,96.54,20.08
2024-03-19,25.670745784493295,32.32,20.64,75.12,0.24,1.85,6.3334,96.43,20.3
2024-03-20,25.829161854256864,33.37,20.02,71.6,0.14,2.18,6.5438,96.5,19.13
2024-03-21,25.65074177128427,32.61,21.0,75.39,1.17,3.07,5.8934,96.58,19.87
2024-03-22,24.718983986291494,31.11,20.41,74.52,9.66,3.13,6.533,96.43,19.1
2024-03-23,23.829348849206347,27.84,21.03,85.29,42.95,3.03,6.1114,96.36,20.76
2024-03-24,23.37385042568543,27.22,20.82,87.33,22.59,2.46,5.2915,96.53,21.05
2024-03-25,23.656275436507936,27.2,21.28,91.62,68.55,2.84,3.8232,96.67,22.07
2024-03-26,23.360007435064922,27.04,20.89,92.69,97.65,2.94,4.4926,96.64,22.02
2024-03-27,23.20064272727273,26.79,20.6,91.07,12.37,2.53,4.5187,96.67,21.57
2024-03-28,22.890620674603174,26.82,19.69,89.25,4.38,1.95,3.9624,96.6,20.73
2024-03-29,22.473935691253192,27.11,18.77,85.02,1.22,1.47,5.947,96.46,19.65
2024-03-30,22.017260815295813,26.0,18.48,89.59,5.31,2.1,4.5149,96.63,20.17
2024-03-31,21.926247817460318,25.93,18.8,87.55,3.19,3.09,5.8346,96.8,19.63
